date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
25-07-2008,23:15,30–45 sek,5792 Årslev,1,gul,,2008,3,45,Danmark
26-07-2008,22:30,ca. 2 min,Strøby Egede4600 Køge,2,ukendt,se beretning,2008,3,120,Danmark
26-07-2008,23:00,30 min,9990 Skagen,3,ukendt,se beretning,2008,3,1800,Danmark
26-07-2008,23:15,ca. 3 min,4540 Fårevejle Kirkeby,2,ukendt,,2008,3,180,Danmark
26-07-2008,23:30,1 min,8400 Ebeltoft,2,ukendt,,2008,3,60,Danmark
27-07-2008,00:30,1–2 sek,7500 Holstebro,1,sort,,2008,3,2,Danmark
27-07-2008,02:00,1–2 min,Bjørnstrup4400 Kalundborg,1,hvid,,2008,3,120,Danmark
27-07-2008,20:15,20,6800 Varde,1,hvid,,2008,3,1200,Danmark
27-07-2008,22:30,5 min,8700 Horsens,1,hvid,,2008,3,300,Danmark
27-07-2008,23:10,5 min,9000 Aalborg,1,ukendt,,2008,3,300,Danmark
27-07-2008,23:10,10 min,9000 Aalborg,3,ukendt,,2008,3,600,Danmark
28-07-2008,17:00,5–10 sek,6000 Kolding,2,hvid,,2008,3,10,Danmark
28-07-2008,22:30,1 min,"5560 Rydskov,  Årup",2,hvid,,2008,3,60,Danmark
28-07-2008,22:35,10–20 sek,9870 Sindal,2,hvid,,2008,3,20,Danmark
28-07-2008,22:43,5–6 min,2670 Greve,1,"gul, hvid",,2008,3,360,Danmark
28-07-2008,22:47,ca. 3 min,7600 Struer,3,hvid,,2008,3,180,Danmark
28-07-2008,22:50,20 sek,8250 Egå,2,hvid,,2008,3,20,Danmark
28-07-2008,23:00,ca. 20 min,7080 Børkop,1,ukendt,,2008,3,1200,Danmark
28-07-2008,23:10,20 min,8680 Ry,4,ukendt,,2008,3,1200,Danmark
30-07-2008,22:25,>1 min,9990 Skagen,1,"blå, orange",,2008,3,60,Danmark
30-07-2008,22:35,3–5 min,Skaven Strand6880 Tarm,1,"gul, hvid",fotosag,2008,3,300,Danmark
31-07-2008,23:00,1–90 min,3000 Helsingør,1,"orange, rød",,2008,3,5400,Danmark
08-08-2008,22:30,1½ t,2650 Hvidovre,1,hvid,se beretning,2008,3,60,Danmark
01-08-2008,01:30,3x1 min,Kilaarsarfik3900 Nuuk,9,gul,,2008,3,60,Danmark
02-08-2008,01:45,5–7 sek,9900 Frederikshavn,1,gul,,2008,3,7,Danmark
02-08-2008,17:45,5–10 min,9300 Sæby,3,ukendt,,2008,3,600,Danmark
02-08-2008,21:50,2–3 min,7080 Børkop,2,"gul, hvid",,2008,3,180,Danmark
02-08-2008,23:00,10 min,2850 Nærum,4,rød,,2008,3,600,Danmark
03-08-2008,00:24,7–10 min,9000 Aalborg,1,"orange, rød",,2008,3,600,Danmark
05-08-2008,22:25,10 min,6200 Aabenraa,2,ukendt,varmluftballoner,2008,3,600,Danmark
09-08-2008,00:10,2 min,9000 Aalborg,7,ukendt,,2008,3,120,Danmark
09-08-2008,22:00,ca. 4 min,Dagnæs8700 Horsens,2,rød,varmluftballoner,2008,3,240,Danmark
09-08-2008,22:15,5 min,8700 Horsens,3,"orange, rød",varmluftballoner,2008,3,300,Danmark
09-08-2008,23:35,1½‑2 sek,2650 Hvidovre,1,ukendt,,2008,3,2,Danmark
10-08-2008,22:47,4 min,Klovtoft6230 Rødekro,6,"gul, orange",,2008,3,240,Danmark
11-08-2008,21:36,1–2 min,4632 Bjæverskov,1,ukendt,,2008,3,120,Danmark
12-08-2008,21:20,ca. 10 min,8963 Auning,2,"gul, hvid",lysraketfotosag,2008,3,600,Danmark
13-08-2008,21:50,30 sek,3480 Fredensborg,2,ukendt,,2008,3,30,Danmark
14-08-2008,21:37,30 sek,2610 Rødovre,1,rød,,2008,3,30,Danmark
14-08-2008,22:00,ca. 1 min,4070 Kr. Hyllinge,1,hvid,,2008,3,60,Danmark
14-08-2008,22:33,ca. 2 min,Store Havelse3310 Ølsted,2,rød,,2008,3,120,Danmark
16-08-2008,00:45,2 min,4760 Vordingborg,4,rød,varmluftballoner,2008,3,120,Danmark
16-08-2008,21:20,3 min,3000 Helsingør,5,"hvid, rød",,2008,3,180,Danmark
16-08-2008,21:26,1 min,4690 Haslev,1,rød,,2008,3,60,Danmark
16-08-2008,21:30,3x20 min,Mesing8660 Skanderborg,3,hvid,,2008,3,1200,Danmark
16-08-2008,21:40,3–4 min,2600 Glostrup,1,"gul, orange",,2008,3,240,Danmark
16-08-2008,21:45,2x5 min,Hejsager Strand6500 Vojens,3,gul,varmluftballoner,2008,3,300,Danmark
16-08-2008,22:00,2x30 sek,2770 Kastrup,2,gul,,2008,3,30,Danmark
16-08-2008,22:05,3x4 min,2800 Lyngby,4,"hvid, orange",,2008,3,240,Danmark
16-08-2008,22:30,1 min,Slaglunde3660 Stenløse,4,ukendt,varmluftballoner,2008,3,60,Danmark
16-08-2008,22:30,35–45 sek,Slaglunde3660 Stenløse,1,gul,varmluftballoner,2008,3,45,Danmark
16-08-2008,22:45,ca. 5–6 sek,8240 Risskov,2,gul,,2008,3,6,Danmark
16-08-2008,23:20,5 min,8220 Brabrand,1,ukendt,se beretning,2008,3,300,Danmark
16-08-2009,23:30,5 min,3300 Frederiksværk,2,ukendt,,2008,3,300,Danmark
16-08-2008,23:50,1–2 min,8260 Viby J,2,rød,,2008,3,120,Danmark
17-08-2008,21:50,ca. 4 min,5000 Odense C,2,ukendt,,2008,3,240,Danmark
17-08-2008,22:05,3–4 min,5000 Odense C,2,"brun, orange",varmluftballoner,2008,3,240,Danmark
18-08-2008,23:50,ca. 3 min,2500 Valby,1,gul,,2008,3,180,Danmark
20-08-2008,00:23,15–20 min,4800 Nykøbing F,2,ukendt,,2008,3,1200,Danmark
22-08-2008,21:00,4–5 min,Snogebæk Havn3730 Nexø,5,gul,,2008,3,300,Danmark
22-08-2008,21:20,1 min,2750 Ballerup,2,ukendt,,2008,3,60,Danmark
22-08-2008,22:08,ca. 3–4 min,3500 Værløse,4,ukendt,,2008,3,240,Danmark
23-08-2008,22:47,25–30 sek,8270 Højbjerg,1,"orange, rød",varmluftballoner,2008,3,30,Danmark
23-08-2008,22:50,15–20 sek,Skåde bakker8270 Højbjerg,1,rød,varmluftballoner,2008,3,20,Danmark
24-08-2008,21:30,"3x1,5–2 min",Amager Strandpark2300 København S,2,"gul, rød",,2008,3,120,Danmark
29-08-2008,21:15,?,5700 Svendborg,1,ukendt,,2008,3,0,Danmark
29-08-2008,21:45,5 min,5932 Humble,4,rød,varmluftballoner,2008,3,300,Danmark
30-08-2008,21:00,1–2 min,4621 Gadstrup,2,rød,varmluftballoner,2008,3,120,Danmark
30-08-2008,21:00,5–10 min,6270 Tønder,3,"orange, rød",,2008,3,600,Danmark
30-08-2008,21:00,ca. 3–5 min,4300 Holbæk,2,"orange, rød",,2008,3,300,Danmark
30-08-2008,21:00,2 min,5683 Hårby,1,rød,,2008,3,120,Danmark
30-08-2008,21:25,3 min,8362 Hørning,5,ukendt,,2008,3,180,Danmark
30-08-2008,21:30,5–10 min,2670 Greve,5,ukendt,varmluftballoner,2008,3,600,Danmark
30-08-2008,21:30,30 min,"2670 Mosede,  Greve",5,rød,varmluftballoner,2008,3,1800,Danmark
30-08-2008,21:30,2–3 min,2770 Kastrup,5,"gul, hvid, rød",varmluftballoner,2008,3,180,Danmark
30-08-2008,21:30,20–30 sek,4220 Korsør,1,ukendt,,2008,3,30,Danmark
30-08-2008,22:00,2–3 min,2770 Kastrup,5,"gul, hvid, rød",varmluftballoner,2008,3,180,Danmark
30-08-2008,22:00,?,2770 Kastrup,2,ukendt,varmluftballoner,2008,3,0,Danmark
30-08-2008,22:15,1 min,Køgebugt motorvejen4600 Køge,3,ukendt,varmluftballoner,2008,3,60,Danmark
30-08-2008,22:30,10 min,4600 Køge,3,ukendt,varmluftballoner,2008,3,600,Danmark
30-08-2008,23:10,3–4 min,6990 Vester Husby,1,rød,,2008,3,240,Danmark
31-08-2008,00:25,30 sek,9220 Aalborg Ø,1,ukendt,,2008,3,30,Danmark
03-09-2008,23:45,5,5000 Odense C,2,hvid,,2008,3,300,Danmark
05-09-2008,21:00,5 min,4140 Borup,3,rød,,2008,3,300,Danmark
06-09-2008,20:00,2–3 min,Utterslev Mose2860 Søborg,1,"sort, sølv",,2008,3,180,Danmark
06-09-2008,20:45,7–10 min,2791 Dragør,2,rød,varmluftballoner,2008,3,600,Danmark
06-09-2008,20:47,ca. 30 sek,2791 Dragør,2,orange,varmluftballoner,2008,3,30,Danmark
06-09-2008,21:00,ca. 5 min,2300 København S,3,"gul, rød",varmluftballoner,2008,3,300,Danmark
06-09-2008,21:35,4–5 min,6823 Ansager,4,gul,varmluftballonerfotosag,2008,3,300,Danmark
06-09-2008,23:35,>60 min,5220 Odense SØ,1,hvid,projektørlys,2008,3,3600,Danmark
06-09-2008,23:40,nog­le min,8300 Odder,1,rød,,2008,3,0,Danmark
07-09-2008,23:15,1–1½ min,2690 Karlslunde,1,ukendt,,2008,3,60,Danmark
09-09-2008,21:40,ca. 3 min,5500 Middelfart,2,brun,,2008,3,180,Danmark
09-09-2008,21:05,1 min,4220 Korsør,2,ukendt,,2008,3,60,Danmark
10-09-2008,18:58,10 min,2000 Frederiksberg,1,sort,fotosag,2008,3,600,Danmark
12-09-2008,02:15,>10 sek,8400 Ebeltoft,1,hvid,,2008,3,10,Danmark
13-09-2008,21:52,1–2 min,4070 Kirke Hyllinge,6,ukendt,,2008,3,120,Danmark
13-09-2008,22:25,?,8700 Horsens,2,gul,,2008,3,0,Danmark
13-09-2008,22:30,ca. 5 min,5230 Odense M,3,ukendt,varmluftballonerfotosag,2008,3,300,Danmark
17-09-2008,21:45,ca. 10 min,6990 Ulfborg,2,hvid,,2008,3,600,Danmark
18-09-2008,20:30,5–7 min,5690 Tommerup,4,ukendt,,2008,3,420,Danmark
20-09-2008,11:20,8 min,2860 Søborg,2,gul,,2008,3,480,Danmark
20-09-2008,21:30,10 min,6470 Høruphav,2,ukendt,,2008,3,600,Danmark
20-09-2008,23:12,2 min,2700 Brønshøj,2,ukendt,,2008,3,120,Danmark
24-09-2008,21:55,ca. 5 min,3460 Birkerød,1,"hvid, rød",,2008,3,300,Danmark
25-09-2008,21:30,i alt 20 min,4970 Rødby,3,rød,,2008,3,1200,Danmark
26-09-2008,23:00,3–4 min,3230 Græsted,2,"orange, rød",,2008,3,240,Danmark
30-09-2008,00:15,2 min,Dagnæs8700 Horsens,1,ukendt,,2008,3,120,Danmark
15-11-1984,01:00,4–5 sek,4400 Kalundborg,1,sort,,2008,4,5,Danmark
15-09-1990,18:00,8 min,4130 Viby Sjælland,3,"grå, sølv",se beretning,2008,4,480,Danmark
15-11-2002,00:00,1–3 min,9000 Aalborg,1,ukendt,,2008,4,180,Danmark
15-06-2007,21:00,ca. 15 min,"Helnæs, Fyn",2,grøn,,2008,4,900,Danmark
23-03-2008,22:10,2–3 min,5550 Langeskov,2,hvid,,2008,4,180,Danmark
27-07-2008,01:50,2 min,3660 Ganløse,1,hvid,,2008,4,120,Danmark
15-08-2008,21:00,7 min,8462 Harlev J,1,rød,,2008,4,420,Danmark
16-08-2008,22:00,5–6 min,Brabrandsøen8260 Viby J,1,"gul, hvid, rød",se beretning,2008,4,360,Danmark
08-09-2008,22:00,5 min,2100 København Ø,5,rød,varmluftballoner,2008,4,300,Danmark
06-09-2008,21:45,5 min,6823 Ansager,4,rød,,2008,4,300,Danmark
27-09-2008,19:20,3 min,3460 Birkerød,2,rød,,2008,4,180,Danmark
30-09-2008,21:30,1–2 min,8370 Hadsten,1,gul,,2008,4,120,Danmark
01-10-2008,06:58,2–3 sek,2900 Hellerup,1,"blå, hvid",,2008,4,3,Danmark
04-10-2008,19:20,1 t,9000 Aalborg,2,gul,,2008,4,3600,Danmark
04-10-2008,21:58,5–7 min,2300 København S,1,gul,se beretning,2008,4,420,Danmark
08-10-2008,17:00,1 sek,Hornbæk Plantage3100 Hornbæk,1,hvid,,2008,4,1,Danmark
11-10-2008,22:10,15–20 sek,5000 Odense C,2,ukendt,,2008,4,20,Danmark
12-10-2008,22:00,?,Lodbjerg Hede6950 Ringkøbing,2,ukendt,,2008,4,0,Danmark
19-10-2008,18:00,5 min,lige før Paris,1,ukendt,se beretning,2008,4,300,Danmark
21-10-2008,19:45,10 min,9000 Aalborg,2,gul,varmluftballoner,2008,4,600,Danmark
21-10-2008,20:05,5 min,7000 Fredericia,2,gul,varmluftballoner,2008,4,300,Danmark
21-10-2008,22:15,4 sek,8300 Odder,1,gul,ildkugle,2008,4,4,Danmark
21-10-2008,22:30,7 sek,2670 Greve,1,rød,ildkugle,2008,4,7,Danmark
27-10-2008,21:15,5–7,4220 Korsør,1,rød,,2008,4,300,Danmark
27-10-2008,23:00,5–10 min,7700 Thisted,2,gul,,2008,4,600,Danmark
28-10-2008,03:00,10 sek,4571 Grevinge,2,ukendt,,2008,4,10,Danmark
28-10-2008,18:45,ca. 1 min,8270 Højbjerg,1,grå,,2008,4,60,Danmark
31-10-2008,00:00,6–10 sek,8250 Egå,2,rød,,2008,4,10,Danmark
31-10-2008,20:43,6 min,4873 Væggerløse,2,rød,se beretning,2008,4,360,Danmark
31-10-2008,21:40,10–15 min,Nymindegab6830 Nørre-Nebel,7,"gul, orange",,2008,4,900,Danmark
01-11-2008,11:28,2 sek,3600 Frederikssund,1,hvid,,2008,4,2,Danmark
01-11-2008,18:15,2 sek,3600 Frederikssund,1,hvid,,2008,4,2,Danmark
02-11-2008,06:40,30 sek,8543 Hornslet,1,sort,se beretning,2008,4,30,Danmark
08-11-2008,21:30,3 min,ved Solbjerg Kirkegård2000 Frederiksberg,2,ukendt,,2008,4,180,Danmark
08-11-2008,22:30,3–4 min,2000 Frederiksberg,1,ukendt,,2008,4,240,Danmark
16-11-2008,22:00,15–20 sek,5230 Odense M,1,gul,,2008,4,20,Danmark
18-11-2008,20:15,ca. 5 sek,4000 Roskilde,1,"grå, sort",,2008,4,5,Danmark
21-11-2008,17:00,15–30 min,5350 Rynkeby,1,gul,signal- eller nødblus,2008,4,1800,Danmark
21-11-2008,17:14,3–4 min,4440 Mørkov- Jyderup,1,ukendt,signal- eller nødblus,2008,4,240,Danmark
21-11-2008,17:15,ca. 30 min,4190 Munke Bjergby,1,ukendt,signal- eller nødblus,2008,4,1800,Danmark
21-11-2008,18:00,15 min,4400 Kalundborg,1,ukendt,signal- eller nødblus,2008,4,900,Danmark
22-11-2008,18:40,1 min,7600 Struer,1,ukendt,,2008,4,60,Danmark
22-11-2008,23:00,ca. 20 min,Rinkenæs6300 Gråsten,1,gul,,2008,4,1200,Danmark
23-11-2008,00:10,ca. 3 min,8660 Skanderborg,1,gul,se beretning,2008,4,180,Danmark
23-11-2008,00:50,30 sek,2600 Glostrup,2,rød,,2008,4,30,Danmark
25-11-2008,18:30,on and off i 30 min,Botofte5953 Tranekær,1,"gul, hvid, rød",,2008,4,1800,Danmark
26-11-2008,03:50,ca. 2 min,5000 Odense C,1,ukendt,,2008,4,120,Danmark
10-12-2008,16:17,10 sek,9690 Fjerritslev,2,gul,,2008,4,10,Danmark
10-12-2008,23:00,1 t,8200 Århus N,3,"blå, hvid, rød",se beretning,2008,4,3600,Danmark
12-12-2008,21:50,3 min,2500 Valby,2,ukendt,,2008,4,180,Danmark
24-12-2008,22:30,3 min,6950 Ringkøbing,2,"gul, hvid",,2008,4,180,Danmark
25-12-2008,17:10,20 sek,Horsens Fjord8700 Horsens,2,rød,,2008,4,20,Danmark
25-12-2008,19:20,læn­ge,Plejecentret Sjælsø3460 Birkerød,3,hvid,,2008,4,0,Danmark
26-12-2008,21:15,45 min,3540 Lynge,7,"blå, hvid",,2008,4,2700,Danmark
08-01-2007,18:03,ca. 3 sek,2300 København S,1,"blå, hvid",meteor,2007,1,3,Danmark
08-01-2007,18:10,3–5 sek,Egebjerg4800 Nykøbing F,2,grøn,meteor,2007,1,5,Danmark
08-01-2007,18:30,ca. 10 sek,4000 Roskilde,2,"grå, hvid",meteor,2007,1,10,Danmark
11-01-2007,13:00,?,Dejbjerg Jernalder6900 Skjern,1,ukendt,foto,2007,1,0,Danmark
14-01-2007,17:45,3–5 sek,8800 Viborg,2,hvid,meteor,2007,1,5,Danmark
14-01-2007,17:45,5 sek,8800 Viborg,2,hvid,meteorse beretning,2007,1,5,Danmark
16-01-2007,21:30,2 min,8800 Viborg,1,gul,F16-fly på natøvelsese beretning,2007,1,120,Danmark
17-01-2007,22:10,ca. 10 sek,6700 Esbjerg,1,ukendt,F16-fly på natøvelse,2007,1,10,Danmark
20-01-2007,19:15,1–3 sek,7900 Nykøbing Mors,1,"grøn, hvid",se beretning,2007,1,3,Danmark
24-01-2007,21:04,lang tid,6700 Esbjerg,4,ukendt,,2007,1,0,Danmark
25-01-2007,18:37,2 sek,Egemosen4174 Jystrup,1,hvid,meteor,2007,1,2,Danmark
26-01-2007,21:30,10–15 min,8450 Hammel,3,ukendt,foto,2007,1,900,Danmark
27-01-2007,17:20,2–3 sek,Lyngby9575 Terndrup,2,"grøn, rød",,2007,1,3,Danmark
27-01-2007,17:30,ca. 3 sek,Borumvej8471 Sabro,1,blå,meteor,2007,1,3,Danmark
27-01-2007,17:53,2–3 sek,4920 Søllested,4,"grøn, hvid",meteorse beretning,2007,1,3,Danmark
27-01-2007,17:55,2 sek,5000 Odense,1,"blå, gul",meteor,2007,1,2,Danmark
27-01-2007,18:00,2–3 sek,5500 Middelfart,2,"grøn, rød",meteor,2007,1,3,Danmark
08-02-2007,07:10,"0,5 sek",3550 Uvelse,5,ukendt,,2007,1,5,Danmark
08-02-2007,19:40,sek,"7500 mellem Råsted og Vemb,  Holstebro",2,gul,,2007,1,0,Danmark
13-02-2007,17:50,30 min,2000 Frederiksberg,1,hvid,fotosagkranprojektør,2007,1,1800,Danmark
17-02-2007,21:45,ca. 8 min,5592 Ejby,3,hvid,,2007,1,480,Danmark
02-03-2007,20:30,?,2700 Brønshøj,2,gul,,2007,1,0,Danmark
03-03-2007,00:15,15 min,2730 Herlev,2,ukendt,,2007,1,900,Danmark
03-03-2007,20:10,3–4 min,3230 Græsted,2,ukendt,,2007,1,240,Danmark
03-03-2007,23:00,30 min,6091 Bjert,1,hvid,,2007,1,1800,Danmark
11-03-2007,23:00,ca. 10 sek,3400 Hillerød,2,hvid,,2007,1,10,Danmark
12-03-2007,18:34,2–3 sek,3700 Rønne,1,hvid,,2007,1,3,Danmark
13-03-2007,21:45,lang tid,Langå5874 Hesselager,2,ukendt,,2007,1,0,Danmark
20-03-2007,20:31,4 sek,8600 Silkeborg,1,hvid,,2007,1,4,Danmark
20-03-2007,21:00,4–5 sek,8000 Århus C,1,"gul, rød",,2007,1,5,Danmark
20-03-2007,21:00,20 sek,8000 Århus C,2,"gul, rød",,2007,1,20,Danmark
20-03-2007,21:00,ca. 1 t,8766 Nørre Snede,2,ukendt,Sirius,2007,1,3600,Danmark
25-03-2007,20:45,4 min,4000 Roskilde,1,"grøn, hvid, rød, sort",,2007,1,240,Danmark
15-06-1970,00:00,fle­re min,5000 Odense,2,"brun, sølv",se beretning,2007,2,0,Danmark
12-06-2005,18:00,ca. 9 sek,8600 Silkeborg,3,grå,,2007,2,9,Danmark
30-03-2007,20:45,1–1½ min,8000 Århus C,3,gul,,2007,2,60,Danmark
30-03-2007,20:46,20 sek,8000 Århus C,4,ukendt,,2007,2,20,Danmark
01-04-2007,21:45,8,5270 Odense N,4,"grøn, gul, hvid, rød, sort",,2007,2,480,Danmark
07-04-2007,22:50,4–5 sek,9510 Rold,1,ukendt,,2007,2,5,Danmark
11-04-2007,21:25,?,6100 Haderslev,1,hvid,,2007,2,0,Danmark
12-04-2007,22:08,15–20 sek,4900 Nakskov,1,hvid,,2007,2,20,Danmark
12-04-2007,22:13,10 sek,3050 Humlebæk,1,hvid,,2007,2,10,Danmark
13-04-2007,20:52,8 min,4800 Nykøbing F,3,hvid,,2007,2,480,Danmark
14-04-2007,18:07,10–15 sek,"4450 Brokøb,  Jyderup",1,"hvid, sort",se beretning,2007,2,15,Danmark
14-04-2007,21:17,ca. 1min,Felsted6200 Aabenraa,2,hvid,,2007,2,60,Danmark
14-04-2007,22:49,30–60 sek,"Örkeljunga,",2,rød,,2007,2,60,Sverige
15-04-2007,21:30,ca. 5 min,6440 Augustenborg,1,hvid,se beretning,2007,2,300,Danmark
15-04-2007,21:45,3–5 min,"7620 Kabel,  Lemvig",1,"grøn, gul, rød",,2007,2,300,Danmark
20-04-2007,22:00,fle­re timer,4840 Nr. Alslev,1,hvid,Venus,2007,2,0,Danmark
25-04-2007,21:50,20 sek,8240 Risskov,2,rød,,2007,2,20,Danmark
03-05-2007,21:30,1 ½ t,8680 Ry,1,ukendt,Venus,2007,2,60,Danmark
03-05-2007,22:45,3 min,4970 Rødby,2,"rød, sølv",,2007,2,180,Danmark
04-05-2007,22:30,8 sek,Oldrup8350 Hundslund,1,hvid,,2007,2,8,Danmark
07-05-2007,00:05,2–3 min,"Marmaris, Tyrkiet",2,ukendt,,2007,2,180,Danmark
13-05-2007,11:45,ca. 10 min,8000 Århus C,3,grå,se beretning,2007,2,600,Danmark
17-05-2007,19:15,?,9310 Vodskov,2,ukendt,,2007,2,0,Danmark
23-05-2007,22:00,2 min,4871 Horbelev,1,ukendt,fotosagudenlandsk militærøvelse,2007,2,120,Danmark
23-05-2007,22:00,3–4 min,4850 Maglebrænde,2,gul,udenlandsk militærøvelse,2007,2,240,Danmark
23-05-2007,22:00,5 min,4891 Toreby,1,hvid,udenlandsk militærøvelse,2007,2,300,Danmark
23-05-2007,22:00,2 min,Engestofte4930 Maribo,1,gul,udenlandsk militærøvelse,2007,2,120,Danmark
23-05-2007,22:30,3–4 min,4872 Idestrup,1,gul,udenlandsk militærøvelse,2007,2,240,Danmark
31-05-2007,00:00,kort,,5,ukendt,fotosag,2007,2,0,Thailand
02-06-2007,23:20,ca. 5 min,"8900 Romalt,  Randers",9,"gul, hvid",,2007,2,300,Danmark
02-06-2007,23:25,10 min,3060 Espergærde,4,"gul, orange",,2007,2,600,Danmark
06-06-2007,16:20,et par min,8752 Østbirk,1,hvid,,2007,2,0,Danmark
06-06-2007,22:55,1 min.,"Tobjerg, Tuse Næs4800 Holbæk",3,ukendt,,2007,2,60,Danmark
08-06-2007,23:30,ca. 5 min,8230 Åbyhøj,8,hvid,,2007,2,300,Danmark
09-06-2007,23:15,ca. 12 min,9220 Aalborg Øst,1,rød,,2007,2,720,Danmark
10-06-2007,01:30,1–2 min,8310 Tranbjerg,1,hvid,,2007,2,120,Danmark
11-06-2007,22:45,5–10 min,5000 Odense C,2,ukendt,,2007,2,600,Danmark
12-06-2007,17:30,ca. 1 min,Stourup8700 Horsens,1,ukendt,,2007,2,60,Danmark
12-06-2007,22:45,ca. 5 min,5260 Odense S,2,ukendt,,2007,2,300,Danmark
16-06-2007,23:05,over 40 min,Hellested4652 Hårlev,2,hvid,,2007,2,2400,Danmark
23-06-2007,01:00,ca. 1 min,nordvest Tåsinge5700 Svendborg,1,ukendt,,2007,2,60,Danmark
23-06-2007,22:00,5–10 min,Erritsø strand7000 Fredericia,4,ukendt,,2007,2,600,Danmark
15-07-1989,15:00,5 sek,London SW 1,2,ukendt,,2007,3,5,Danmark
15-04-2000,20:00,30 sek,4700 Manøvej  Næstved,3,sort,se beretning,2007,3,30,Danmark
15-04-2000,20:00,30 sek,Manøvej4700 Næstved,3,sort,se ovenstående,2007,3,30,Danmark
15-04-2000,20:00,30 sek,4700 Manøvej  Næstved,3,sort,se ovenstående,2007,3,30,Danmark
15-09-2002,22:00,5–6 min,"motorvej mod Hälsingborg,",1,blå,se beretning,2007,3,360,Sverige
11-05-2007,23:00,10 min,4600 Køge,2,ukendt,,2007,3,600,Danmark
30-06-2007,23:55,ca. 10 min,9270 Klarup,7,gul,,2007,3,600,Danmark
05-07-2007,14:10,2–4 min,Haurvig6960 Hvide Sande,2,hvid,,2007,3,240,Danmark
14-07-2007,13:10,2–3 min,Boeslund Strand8400 Ebeltoft,1,hvid,,2007,3,180,Danmark
14-07-2007,22:30,ca. 10 min,4700 Næstved,3,"gul, orange",,2007,3,600,Danmark
16-07-2007,23:30,3–4 min,2300 København S,2,"gul, hvid",,2007,3,240,Danmark
19-07-2007,22:58,6 min,2700 Brønshøj,1,ukendt,,2007,3,360,Danmark
20-07-2007,04:25,3–4 sek,E45 afkørsel 656000 Kolding,1,"blå, hvid",,2007,3,4,Danmark
20-07-2007,04:44,5 sek,2900 Hellerup,1,ukendt,,2007,3,5,Danmark
20-07-2007,04:45,ca. 5 sek,2630 Høje Tåstrup,1,grøn,,2007,3,5,Danmark
25-07-2007,22:00,½ min,4243 Rude,3,"gul, hvid",,2007,3,0,Danmark
25-07-2007,22:45,3–4 sek,4200 Slagelse,1,ukendt,,2007,3,4,Danmark
25-07-2007,22:45,1–2 min,5330 Munkebo,1,rød,,2007,3,120,Danmark
28-07-2007,23:00,4–5 min,2300 København S,2,"gul, orange",,2007,3,300,Danmark
29-07-2007,20:28,2 min,"7190 Legoland,  Billund",3,grøn,,2007,3,120,Danmark
30-07-2007,22:25,10 min,Kolonihaven Søndervang2770 Kastrup,2,"gul, rød",,2007,3,600,Danmark
01-08-2007,03:17,10–15 sek,2300 København S,1,ukendt,,2007,3,15,Danmark
02-08-2007,22:00,ca. 2 min,6430 Nordborg,2,ukendt,,2007,3,120,Danmark
03-08-2007,22:55,ca. 45 sek,5620 Glamsbjerg,1,ukendt,,2007,3,45,Danmark
03-08-2007,23:00,5 min,"7100 Skærup,  Vejle",5,ukendt,,2007,3,300,Danmark
04-08-2007,00:15,få min,"7100 Skærup,  Vejle",2,ukendt,,2007,3,0,Danmark
04-08-2007,16:00,3 sek,4900 Nakskov,1,hvid,,2007,3,3,Danmark
04-08-2007,22:05,ca. 4 min,3230 Græsted,2,ukendt,,2007,3,240,Danmark
04-08-2007,22:10,ca. 2 min,5700 Svendborg Havn,1,hvid,,2007,3,120,Danmark
04-08-2007,24:00,15 min,9900 Skagen,5,"hvid, rød",varmluftballoner,2007,3,900,Danmark
05-08-2007,20:00,10–15 min,1407 København K,5,ukendt,varmluftballoner,2007,3,900,Danmark
05-08-2007,00:00,30 min,2300 København S,4,"gul, rød",varmluftballoner,2007,3,1800,Danmark
05-08-2007,00:30,15 min,2300 København S,4,"hvid, orange",fotovarmluftballoner,2007,3,900,Danmark
05-08-2007,00:30,30 min,2000 Frederiksberg,3,ukendt,fotovarmluftballoner,2007,3,1800,Danmark
05-08-2007,00:30,20 min,Enghaveplads1670 København V,3,"orange, rød",varmluftballoner,2007,3,1200,Danmark
05-08-2007,00:30,30–45 min,2300 København S,2,ukendt,varmluftballoner,2007,3,2700,Danmark
05-08-2007,00:30,ca. 30 min,1316 København K,2,"gul, orange",varmluftballoner,2007,3,1800,Danmark
05-08-2007,00:30,30 min.,1620 København V,2,"gul, rød",varmluftballoner,2007,3,1800,Danmark
05-08-2007,00:03,50 sek,2300 København S,2,ukendt,varmluftballoner,2007,3,50,Danmark
05-08-2007,00:39,10–15 min,2300 København S,1,hvid,varmluftballoner,2007,3,900,Danmark
05-08-2007,00:40,20 min,2300 København S,2,ukendt,varmluftballoner,2007,3,1200,Danmark
05-08-2007,00:46,9 min,2100 København Ø,2,rød,se beretningvarmluftballoner,2007,3,540,Danmark
05-08-2007,00:50,10–15 min,2300 København S,4,rød,varmluftballoner,2007,3,900,Danmark
05-08-2007,01:00,30 min,Kolonihaver bag Islands Brygge2300 København S,25,"gul, rød",varmluftballoner,2007,3,1800,Danmark
05-08-2007,01:00,10 min,2300 København S,1,gul,varmluftballoner,2007,3,600,Danmark
05-08-2007,01:00,25 min,2300 København S,1,gul,varmluftballoner,2007,3,1500,Danmark
