date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country,postnr,latitude,longitude
20-11-2020,19:02,3 min,4320 Osted,1,hvid,se beretning,2020,4,180,Danmark,4320,55.59456942,11.95696429
23-11-2020,06:03,2–3 min,4700 Næstved,2,hvid,se beretning,2020,4,180,Danmark,4700,55.19504272,11.77357353
28-11-2020,18:41,10 sek,"4960 Fuglse,  Holeby",2,"blå, grøn",Ildkuglese beretning,2020,4,10,Danmark,4960,54.70172856,11.53543477
21-12-2020,15:30,min,2980 Kokkedal,2,hvid,Projektørlysse beretning,2020,4,0,Danmark,2980,55.91992432,12.45605071
25-12-2020,09:04,6 min,8270 Højbjerg,2,ukendt,se beretning,2020,4,360,Danmark,8270,56.09903701,10.28961018
11-01-2019,06:00,1 min,5853 Ørbæk,3,"blå, rød",se beretning,2019,1,60,Danmark,5853,55.2661035,10.63473931
25-01-2019,02:30,15–18 min,9293 Kongerslev,2,grøn,se beretning,2019,1,1080,Danmark,9293,56.89578273,10.1135906
31-01-2019,21:35,7 min,5000 Odense C,1,hvid,se beretning,2019,1,420,Danmark,5000,55.403021,10.39174411
16-02-2019,23:40,ca. 8 min,4100 Ringsted,1,"grøn, rød",se beretning,2019,1,480,Danmark,4100,55.43053197,11.82805925
17-02-2019,20:05,1–2 min,9240 Nibe,1,hvid,se beretning,2019,1,120,Danmark,9240,56.94881207,9.57985536
23-02-2019,18:00,4–5 sek,2840 Holte,2,hvid,meteorse beretning,2019,1,5,Danmark,2840,55.81684549,12.48640452
23-02-2019,19:20,5 sek,5210 Odense NV,2,rød,meteorse beretning,2019,1,5,Danmark,5210,55.41754658,10.30695242
23-02-2019,20:15,ikke afslut­tet,5771 Stenstrup,6,ukendt,se beretning,2019,1,0,Danmark,5771,55.12556284,10.52352287
11-03-2019,00:50,2 sek,4100 Ringsted,1,gul,meteorse beretning,2019,1,2,Danmark,4100,55.43053197,11.82805925
11-03-2019,01:46,10 sek,"S‑26433 Klippan,",1,blå,satellitse beretning,2019,1,10,Sverige,2643,,
11-03-2019,18:00,ca. 10 min,4200 Risskov,2,gul,se beretning,2019,1,600,Danmark,4200,55.40887345,11.37134678
11-03-2019,23:25,2–3 min,5900 Rudkøbing,1,hvid,se beretning,2019,1,180,Danmark,5900,54.88518842,10.80968538
17-03-2019,17:45,2 sek,8500 Grenaa,1,hvid,se beretning,2019,1,2,Danmark,8500,56.43069147,11.08217337
21-03-2019,00:00,1 min,Snogebæk3730 Nexø,1,"gul, hvid",se beretning,2019,1,60,Danmark,3730,54.87126103,15.39301087
23-03-2019,20:25,2 min,5900 Rudkøbing,1,"gul, hvid",se beretning,2019,1,120,Danmark,5900,54.88518842,10.80968538
30-03-2019,23:00,ca. 5 sek,8940 Randers SV,1,hvid,meteorse beretning,2019,1,5,Danmark,8940,56.41476356,10.01231946
21-03-2019,22:30,5–10 min,9900 Frederikshavn,1,rød,se beretning,2019,2,600,Danmark,9900,57.52270103,10.72500277
16-04-2019,01:00,10–15 sek,3450 Blovstrød,1,"grøn, gul, orange, rød",dronese beretning,2019,2,15,Danmark,3450,55.86605512,12.33661891
18-04-2019,04:05,50–75 & 30–40 sek,2820 Gentofte,1,hvid,satellitterse beretning,2019,2,40,Danmark,2820,55.75145806,12.53343057
26-04-2019,23:00,ca. 25 sek,7100 Vejle,1,"grøn, hvid, rød",se beretning,2019,2,25,Danmark,7100,55.69052913,9.5066267
14-05-2019,00:45,10 sek,5350 Rynkeby,2,hvid,se beretning,2019,2,10,Danmark,5350,55.40654304,10.62525952
23-05-2019,23:30,6 min,6960 Hvide Sande,1,hvid,"se beretningISS, Den internationale Rumstation",2019,2,360,Danmark,6960,55.93212987,4.28511819
23-05-2019,23:40,2–3 min,4241 Vemmelev,1,sort,se beretning,2019,2,180,Danmark,4241,55.36414208,11.26373834
25-05-2019,01:00,5 min,3790 Hasle,1,hvid,Satellitterse beretning,2019,2,300,Danmark,3790,55.2284316,14.52165638
08-06-2019,23:20,få sek,4000 Roskilde,2,rød,se beretning,2019,2,0,Danmark,4000,55.65647451,12.06373356
28-12-1996,00:00,1t 30 min,4600 Køge,2,hvid,se beretningProjektørlys,2019,3,5400,Danmark,4600,55.45527126,12.22015308
15-01-2002,21:10,10 min,mellem Holstebro og Herning,1,ukendt,se beretning,2019,3,600,Danmark,nan,,
15-09-2018,21:45,?,4270 Høng,1,hvid,se beretning,2019,3,0,Danmark,4270,55.50308551,11.30548124
10-05-2019,23:14,1 min,2450 København SV,1,"gul, hvid",se beretning,2019,3,60,Danmark,2450,55.64077611,12.52309722
03-07-2019,03:00,1 min,4720 Allerslev,1,sort,se beretning,2019,3,60,Danmark,4720,55.12208613,12.19166049
05-07-2019,19:30,2–3 min,4251 Vemmelev,2,sølv,se beretning,2019,3,180,Danmark,4251,,
10-07-2019,03:10,10–20 min,7560 Hjerm,1,hvid,se beretning,2019,3,1200,Danmark,7560,56.43288826,8.64900967
17-07-2019,00:44,3–4 min,8620 Kjellerup,2,"gul, hvid","se beretningISS, Den internationale Rumstation",2019,3,240,Danmark,8620,56.2882506,9.39095532
24-07-2019,23:45,10 sek,4300 Holbæk,1,ukendt,se beretning,2019,3,10,Danmark,4300,55.73825064,11.69985606
25-07-2019,00:00,ca. 20 sek,5500 Middelfart,4,rød,se beretning,2019,3,20,Danmark,5500,55.48934885,9.78489314
25-07-2019,22:05,5 min,8310 Tranbjerg J,1,hvid,"se beretningISS, Den internationale Rumstation",2019,3,300,Danmark,8310,56.09423322,10.13924601
02-08-2019,01:30,10 min,2770 Tårnby,1,"blå, grøn, gul, hvid, rød",se beretning,2019,3,600,Danmark,2770,55.63352245,12.78698239
06-08-2019,10:15,ca. 45 min,Rindby Strand6720 Fanø,1,"blå, rød",se beretning,2019,3,2700,Danmark,6720,55.28286185,7.56593986
21-08-2019,22:30,ca. 10 min,6240 Løgumkloster,1,rød,se beretning,2019,3,600,Danmark,6240,55.06237954,8.96415413
22-08-2019,22:37,>3 sek,2610 Rødovre,1,hvid,se beretningmeteor,2019,3,3,Danmark,2610,55.68182922,12.44863533
24-08-2019,23:20,23 sek,Agersted9330 Dronninglund,1,gul,se beretning,2019,3,23,Danmark,9330,57.21127809,10.31020366
01-09-2019,02:15,3–4 min,3520 Farum,2,rød,se beretning,2019,3,240,Danmark,3520,55.81981968,12.35067108
21-09-2019,21:00,2–3 sek,4200 Slagelse,2,sort,se beretning,2019,3,3,Danmark,4200,55.40887345,11.37134678
22-09-2019,21:27,30 sek,8850 Bjerringbro,2,hvid,"se beretningISS, Den internationale Rumstation",2019,3,30,Danmark,8850,56.36051392,9.64257403
22-09-2019,21:43,2x8 sek,8000 Aarhus C,2,hvid,se beretning,2019,3,8,Danmark,8000,56.15051496,10.27802097
16-08-2019,22:08,ca. 3 min,4000 Roskilde,1,"gul, hvid, rød",se beretning,2019,4,180,Danmark,4000,55.65647451,12.06373356
05-10-2019,17:15,30 min,7330 Brande,7,sort,se beretning,2019,4,1800,Danmark,7330,55.93341595,9.0912202
28-10-2019,21:50,ca. 10 sek,2830 Virum,1,"gul, hvid",se beretning,2019,4,10,Danmark,2830,55.78962271,12.46836985
30-10-2019,19:30,1 min,9800 Hjørring,1,ukendt,se beretning,2019,4,60,Danmark,9800,57.70230652,9.2956345
30-10-2019,23:05,2 min,5900 Rudkøbing,1,rød,se beretning,2019,4,120,Danmark,5900,54.88518842,10.80968538
31-10-2019,17:25,1 min,9490 Pandrup,1,hvid,Projektørlysse beretning,2019,4,60,Danmark,9490,57.20322545,9.65450533
08-11-2019,17:30,15 min,9490 Pandrup,1,ukendt,Projektørlysse beretning,2019,4,900,Danmark,9490,57.20322545,9.65450533
29-11-2019,05:45,ca. 15 min,6360 Tinglev,1,hvid,Starlinkse beretning,2019,4,900,Danmark,6360,54.90310802,9.20354055
30-11-2019,05:30,ca. 10 min,"9870 Dvergetved,  Sindal",2,"grøn, rød",Starlinkse beretning,2019,4,600,Danmark,9870,57.4674892,10.24075136
30-11-2019,06:00,14 min,"5240 Seden,  Odense NØ",1,hvid,Starlinkse beretning,2019,4,840,Danmark,5240,55.42123207,10.44332209
30-11-2019,06:00,?,4400 Kalundborg,1,hvid,Starlink,2019,4,0,Danmark,4400,55.70601705,10.97431629
30-11-2019,06:05,ca. 1 t,6705 Esbjerg Ø,1,ukendt,Starlinkse beretning,2019,4,3600,Danmark,6705,55.49119455,8.50670361
30-11-2019,06:05,ca. 40 min,8800 Viborg,2,hvid,Starlinkse beretning,2019,4,2400,Danmark,8800,56.41681148,9.36897659
30-11-2019,06:10,10–15 min,4160 Herlufmagle,4,hvid,Starlinkse beretning,2019,4,900,Danmark,4160,55.32910688,11.77284465
30-11-2019,06:12,5–6 min,Holmebækhuse4681 Herfølge,2,hvid,Starlinkse beretning,2019,4,360,Danmark,4681,55.41715543,12.14194267
30-11-2019,06:15,?,6670 Holsted,2,hvid,Starlinkse beretning,2019,4,0,Danmark,6670,55.51123399,8.90149179
30-11-2019,06:15,10 min,6690 Gørding,1,hvid,Starlinkse beretning,2019,4,600,Danmark,6690,55.4813413,8.82201058
02-12-2019,05:25,10 min,"5600 Korinth,  Fåborg",2,ukendt,Starlinkse beretning,2019,4,600,Danmark,5600,55.11203154,10.30952407
02-12-2019,07:00,10 min,6430 Nordborg,1,ukendt,Starlinkse beretning,2019,4,600,Danmark,6430,55.06940698,9.77014411
02-12-2019,18:00,ca. 10 sec,5750 Ringe,1,sort,se beretning,2019,4,600,Danmark,5750,55.2209888,10.42313811
03-12-2019,06:00,10–15 min,4760 Vordingborg,1,hvid,Starlinkse beretning,2019,4,900,Danmark,4760,55.02464842,11.8960716
28-12-2019,21:00,1 t,5560 Aarup,2,ukendt,Projektørlysse beretning,2019,4,3600,Danmark,5560,55.37369367,10.03851749
31-12-2019,18:30,5–10 min,4760 Vordingborg,2,ukendt,Starlinkse beretning,2019,4,600,Danmark,4760,55.02464842,11.8960716
31-12-2019,18:30,10 min,6100 Vordingborg,3,ukendt,Starlinkse beretning,2019,4,600,Danmark,6100,55.24177268,9.61886938
09-11-2017,22:30,5–10 sek,9600 Års,1,sort,se beretning,2018,1,10,Danmark,9600,56.80003403,9.49610809
06-01-2018,20:50,7 sek,5700 Svendborg,1,"hvid, orange",se beretning,2018,1,7,Danmark,5700,55.01443666,10.59802878
12-01-2018,01:10,15–20 min,3200 Helsinge,1,"grøn, rød",se beretning,2018,1,1200,Danmark,3200,56.01099572,12.1715219
18-01-2018,18:00,2–3 min,2860 Søborg,2,"gul, orange, sort",se beretning,2018,1,180,Danmark,2860,55.73800813,12.48425242
28-01-2018,18:05,10 sek,4300 Holbæk,1,rød,se beretning,2018,1,10,Danmark,4300,55.73825064,11.69985606
28-01-2018,18:25,45 ?,5900 Rudkøbing,1,hvid,se beretning,2018,1,2700,Danmark,5900,54.88518842,10.80968538
30-01-2018,17:00,45 min,4300 Holbæk,2,sort,se beretning,2018,1,2700,Danmark,4300,55.73825064,11.69985606
05-02-2018,23:00,1 t,4750 Lundby,1,"blå, grøn, rød",se beretningstjerne,2018,1,3600,Danmark,4750,55.10685595,11.78064612
22-02-2018,23:00,1 t+,8653 Them,2,"blå, grøn, hvid, rød",se beretning,2018,1,3600,Danmark,8653,56.08668443,9.55044283
20-03-2018,20:45,10–15 sek,"7000 Egum,  Fredericia",1,"gul, orange",se beretning,2018,1,15,Danmark,7000,55.57103757,9.66918005
24-03-2018,04:10,?,"6280 N. Sejerslev,  Højer",1,ukendt,se beretning,2018,1,0,Danmark,6280,54.97473424,8.65269961
31-12-1964,24:00,ca. 5 min,9690 Fjerritslev,1,gul,se beretning,2018,2,300,Danmark,9690,57.12742277,9.20878724
01-04-2018,22:45,5 sek,6200 Aabenraa,1,ukendt,se beretning,2018,2,5,Danmark,6200,55.02899493,9.49975045
11-04-2018,23:45,ca. 1 min,7700 Thisted,2,hvid,se beretning,2018,2,60,Danmark,7700,57.32370377,7.90681299
18-04-2018,23:55,6 sek,"5600 Svanninge,  Fåborg",1,gul,se beretningIridium-glimt,2018,2,6,Danmark,5600,55.11203154,10.30952407
21-04-2018,13:11,40 sek,2500 Valby,2,sølv,se beretning,2018,2,40,Danmark,2500,55.65941452,12.49869399
24-04-2018,02:30,2–4 sek,2500 Valby,1,hvid,se beretning,2018,2,4,Danmark,2500,55.65941452,12.49869399
25-04-2018,21:25,3,2750 Ballerup,1,ukendt,se beretning,2018,2,180,Danmark,2750,55.73668449,12.3638449
02-05-2018,23:00,15 min,Kædebyhaver5900 Rudkøbing,2,hvid,se beretning,2018,2,900,Danmark,5900,54.88518842,10.80968538
08-05-2018,21:59,2 min,"8800 Tapdrup,  Viborg",2,hvid,se beretning,2018,2,120,Danmark,8800,56.41681148,9.36897659
10-05-2018,22:30,30 sek,5900 Rudkøbing,1,"hvid, rød",se beretning,2018,2,30,Danmark,5900,54.88518842,10.80968538
12-05-2018,23:58,3 min,4951 Nørreballe,1,rød,se beretninghelikopter,2018,2,180,Danmark,4951,54.81506841,11.4281128
13-05-2018,02:30,1 sek,3650 Ølstykke,1,hvid,se beretningsatellitglimt,2018,2,1,Danmark,3650,55.78991195,12.1609202
13-05-2018,23:30,5 sek,2800 Lyngby,3,rød,se beretning,2018,2,5,Danmark,2800,55.78572204,12.52083673
15-05-2018,21:45,20 min,7184 Vandel,1,"blå, grøn, gul, rød",se beretning,2018,2,1200,Danmark,7184,55.71507833,9.19531768
21-05-2018,00:50,1 min,9400 Nørresundby,1,ukendt,"se beretningISS, Den internationale Rumstation",2018,2,60,Danmark,9400,57.08119416,9.92809079
24-05-2018,22:04,30 min,1657 København V,2,hvid,se beretningJupiter,2018,2,1800,Danmark,1657,55.67050611,12.55581577
24-05-2018,22:30,30 sek,9990 Skagen,1,hvid,se beretning,2018,2,30,Danmark,9990,57.85540126,10.48570715
24-05-2018,23:04,5 sek,4800 Nykøbing Falster,2,hvid,se beretning,2018,2,5,Danmark,4800,54.7930621,11.90198993
25-05-2018,00:30,>2 min,9760 Vrå,1,gul,"se beretningISS, Den internationale Rumstation",2018,2,120,Danmark,9760,57.37190853,9.87742317
25-05-2018,00:50,3–4 min,7700 Thisted,1,hvid,"se beretningISS, Den internationale Rumstation",2018,2,240,Danmark,7700,57.32370377,7.90681299
02-06-2018,12:15,15 min,"8680 Gl. Rye,  Ry",3,"hvid, sort",se beretning,2018,2,900,Danmark,8680,56.08481116,9.71786836
05-06-2018,07:22,1.15 min,9800 Hjørring,1,"grå, hvid",se beretning,2018,2,900,Danmark,9800,57.70230652,9.2956345
05-06-2018,19:00,15 sek,3450 Allerød,1,hvid,se beretning,2018,2,15,Danmark,3450,55.86605512,12.33661891
31-12-1988,17:45,10 min,Valle de TernellesMallorca,1,hvid,se beretning,2018,3,600,Danmark,nan,,
28-06-2011,17:15,1 sek,5000 Odense C,1,"grå, sort",se beretning,2018,3,1,Danmark,5000,55.403021,10.39174411
06-07-2018,23:09,32 sek,4700 Næstved,1,hvid,se beretningsatellit,2018,3,32,Danmark,4700,55.19504272,11.77357353
09-07-2018,14:35,> 1 min,?,1,sølv,se beretning,2018,3,60,Tyskland,nan,,
11-07-2018,23:26,3–5 min,3905 Qinngorput,2,hvid,se beretningdrone,2018,3,300,Danmark,3905,,
13-07-2018,00:30,20–30 sek,2680 Solrød,4,ukendt,se beretning,2018,3,30,Danmark,2680,55.5150734,12.26072581
13-07-2018,23:00,5 sek,1820 Frederiksberg C,3,"blå, hvid",se beretning,2018,3,5,Danmark,1820,55.67407429,12.53462279
14-07-2018,00:38,2 min,5700 Svendborg,3,ukendt,se beretning,2018,3,120,Danmark,5700,55.01443666,10.59802878
15-07-2018,22:00,10–15 min,2660 Brøndby Strand,2,sort,se beretning,2018,3,900,Danmark,2660,55.61998785,12.42233883
17-07-2018,00:15,2–3 sek,8400 Ebeltoft,1,rød,se beretning,2018,3,3,Danmark,8400,56.14931257,10.82632626
19-07-2018,23:57,10 sek,9200 Aalborg SV,1,sort,se beretning,2018,3,10,Danmark,9200,57.00928951,9.86220561
21-07-2018,11:15,ca. 5–7 sek,4581 Rørvig,1,"grå, sort",se beretning,2018,3,7,Danmark,4581,56.01043371,11.71725292
23-07-2018,01:20,5–10 sek,8500 Grenaa,1,hvid,"se beretningISS, Den internationale Rumstation",2018,3,10,Danmark,8500,56.43069147,11.08217337
23-07-2018,00:00,2–3 min,5500 Middelfart,2,hvid,"se beretningISS, Den internationale Rumstation",2018,3,180,Danmark,5500,55.48934885,9.78489314
24-07-2018,00:42,3–4 sek,7700 Thisted,1,hvid,se beretning,2018,3,4,Danmark,7700,57.32370377,7.90681299
26-07-2018,23:27,ca. 2 min,8620 Kjellerup,1,hvid,"se beretningISS, Den internationale Rumstation",2018,3,120,Danmark,8620,56.2882506,9.39095532
27-07-2018,23:00,ca. 2 min,"5260 Fangel,  Odense S",3,hvid,"se beretningISS, Den internationale Rumstation",2018,3,120,Danmark,5260,55.34939755,10.39917484
02-08-2018,00:15,ca. 10 sek,Snejbjerg7400 Herning,1,rød,se beretning,2018,3,10,Danmark,7400,56.11911505,8.98775376
03-08-2018,00:00,1–2 min,6100 Haderslev,3,ukendt,se beretning,2018,3,120,Danmark,6100,55.24177268,9.61886938
06-08-2018,00:05,1 sek,2680 Solrød,1,hvid,se beretning,2018,3,1,Danmark,2680,55.5150734,12.26072581
06-08-2018,23:30,20 sek,8381 Tilst,3,hvid,se beretning,2018,3,20,Danmark,8381,56.18928869,10.09750556
07-08-2018,02:30,45 min,8340 Malling,2,hvid,se beretningprojektør,2018,3,2700,Danmark,8340,56.02634501,10.2151148
11-08-2018,22:26,15 sek,8870 Langå,1,hvid,se beretningIridium-glimt,2018,3,15,Danmark,8870,56.3806496,9.90941177
12-08-2018,24:00,ca. 1 min,5600 Fåborg,5,ukendt,se beretning,2018,3,60,Danmark,5600,55.11203154,10.30952407
15-08-2018,00:35,15 min,2770 Tårnby,2,"grøn, rød",se beretning,2018,3,900,Danmark,2770,55.63352245,12.78698239
18-08-2018,00:20,5–10 sek,2700 Brønshøj,1,hvid,se beretning,2018,3,10,Danmark,2700,55.70964347,12.48463422
23-08-2018,13:00,2–3 sek,6800 Varde,1,grøn,se beretning,2018,3,3,Danmark,6800,55.65607154,8.52854473
04-09-2018,22:30,25 sek,5330 Munkebo,1,hvid,se beretning,2018,3,25,Danmark,5330,55.46833207,10.53070411
18-09-2018,14:39,ca. 15 sek,5260 Odense S,1,hvid,se beretning,2018,3,15,Danmark,5260,55.34939755,10.39917484
17-08-2018,03:30,ca. 20 min,4652 Hårlev,1,ukendt,lægehelikopterse beretning,2018,4,1200,Danmark,4652,55.36245892,12.22317915
25-09-2018,23:39,30 min,"Sao Joao do SoutoBraga, Portugal",3,hvid,se beretning,2018,4,1800,Danmark,nan,,
13-10-2018,20:15,ca. 20 min,2605 Brøndby,2,"hvid, rød",se beretning,2018,4,1200,Danmark,2605,55.64503648,12.40439537
14-10-2018,22:30,5 min,"9640 Ullits,  Farsø",1,rød,se beretning,2018,4,300,Danmark,9640,56.77310507,9.27748567
18-10-2018,19:46,ca. 2 sek,8600 Silkeborg,2,"gul, hvid",se beretning,2018,4,2,Danmark,8600,56.17147071,9.4900253
20-10-2018,19:10,ca. 30 sek,Tivoli1620 Køvenhavn V,4,"grøn, hvid",se beretning,2018,4,30,Danmark,1620,55.67264298,12.55913327
03-11-2018,19:35,10 min,5900 Rudkøbing,1,"grøn, hvid, rød",se beretning,2018,4,600,Danmark,5900,54.88518842,10.80968538
03-11-2018,21:00,10 min,5900 Rudkøbing,1,"grøn, hvid, rød",se beretning,2018,4,600,Danmark,5900,54.88518842,10.80968538
07-11-2018,22:20,15 sek,4800 Nykøbing F,3,ukendt,se beretning,2018,4,15,Danmark,4800,54.7930621,11.90198993
16-11-2018,19:15,10 sek,4100 Slagelse,1,hvid,se beretning,2018,4,10,Danmark,4100,55.43053197,11.82805925
16-11-2018,21:00,30 sek,7000 Fredericia,2,"orange, rød",se beretning,2018,4,30,Danmark,7000,55.57103757,9.66918005
19-11-2018,00:00,2–3 sek,3230 Græsted,1,grøn,se beretning,2018,4,3,Danmark,3230,56.22745639,12.06980339
20-11-2018,19:30,?,9900 Frederikshavn,3,sort,se beretning,2018,4,0,Danmark,9900,57.52270103,10.72500277
21-11-2018,01:30,12–15 min,2640 Hedehusene,1,"grøn, hvid, rød",se beretning,2018,4,900,Danmark,2640,55.66357137,12.19945854
15-12-2018,19:30,5 sek,4220 Korsør,1,"blå, hvid",se beretning,2018,4,5,Danmark,4220,55.34799675,11.02962796
16-12-2018,00:00,2 t,5500 Middelfart,1,hvid,se beretningprojektørlys,2018,4,7200,Danmark,5500,55.48934885,9.78489314
30-12-2018,19:15,20 min,7000 Fredericia,2,hvid,projektørlysse beretning,2018,4,1200,Danmark,7000,55.57103757,9.66918005
26-12-2016,18:46,1–2 sek,2650 Hvidovre,1,ukendt,se beretningildkugle,2017,1,2,Danmark,2650,55.58934868,12.46097002
02-01-2017,18:45,50 min,2740 Skovlunde,2,hvid,se beretningVenus,2017,1,3000,Danmark,2740,55.71528471,12.39724634
04-01-2017,19:05,1–5 min,6990 Ulfborg,1,ukendt,se beretningVenus,2017,1,300,Danmark,6990,56.3042395,8.0070526
15-01-2017,23:26,2 sek,8722 Hedensted,1,hvid,,2017,1,2,Danmark,8722,55.76508387,9.71130088
19-01-2017,18:35,1½ time,Sjælland-Fyn,1,hvid,se beretningVenus,2017,1,60,Danmark,nan,,
19-01-2017,18:53,½‑1 min,3560 Ølstykke,1,hvid,se beretning,2017,1,60,Danmark,3560,,
20-01-2017,07:05,ca. 2 sek,"3250 Hesbjerg,  Gilleleje",1,sort,se beretning,2017,1,2,Danmark,3250,56.16514414,12.29353244
26-01-2017,22:15,10 sek,5464 Brenderup Fyn,2,"hvid, rød",se beretning,2017,1,10,Danmark,5464,55.49127877,9.98162512
13-02-2017,00:24,1 min,8500 Grenaa,1,"blå, grøn, rød",se beretning,2017,1,60,Danmark,8500,56.43069147,11.08217337
13-02-2017,22:15,3 min,8900 Randers C,1,hvid,se beretning,2017,1,180,Danmark,8900,56.46401254,10.0331817
15-02-2017,19:50,?,4873 Væggerløse,1,hvid,Venusse beretning,2017,1,0,Danmark,4873,54.66359732,11.98479974
18-02-2017,18:15,30–60 sek,2610 Rødovre,3,gul,se beretning,2017,1,60,Danmark,2610,55.68182922,12.44863533
01-03-2017,18:20,3–5 sek,5792 Årslev,2,ukendt,se beretning,2017,1,5,Danmark,5792,55.2906707,10.3936597
02-03-2017,03:00,75 min,Fynshav6440 Augustenborg,4,grå,projektørlys,2017,1,4500,Danmark,6440,54.98937381,10.00776445
02-03-2017,11:55,15 min,5700 Svendborg,1,"grøn, rød",se beretning,2017,1,900,Danmark,5700,55.01443666,10.59802878
07-03-2017,21:30,få sek,2500 Valby,1,hvid,se beretningprojektørlys om talt i BT,2017,1,0,Danmark,2500,55.65941452,12.49869399
07-03-2017,22:00,5 min,2300 København S,1,hvid,se beretningprojektørlys om talt i BT,2017,1,300,Danmark,2300,55.67362511,12.6554181
08-03-2017,01:30,ca. 10 sek,2610 Rødovre,1,hvid,se beretningprojektørlys om talt i BT,2017,1,10,Danmark,2610,55.68182922,12.44863533
16-03-2017,12:34,3–4 sek,4300 Holbæk,1,hvid,se beretning,2017,1,4,Danmark,4300,55.73825064,11.69985606
17-03-2017,22:00,ca. 3 min,3630 Jægerspris,1,rød,se beretning,2017,1,180,Danmark,3630,55.86932225,11.91680034
23-03-2017,04:52,7–8 min,2400 København V,1,"blå, hvid",se beretning,2017,1,480,Danmark,2400,55.71256101,12.52876704
27-03-2017,23:28,5 sek,5700 Svendborg,1,hvid,se beretning,2017,1,5,Danmark,5700,55.01443666,10.59802878
15-05-2015,00:30,10 sek,2610 Rødovre,2,ukendt,se beretning,2017,2,10,Danmark,2610,55.68182922,12.44863533
01-04-2017,21:30,2 min,4220 Korsør,1,hvid,se beretning,2017,2,120,Danmark,4220,55.34799675,11.02962796
01-04-2017,22:25,1 min,8600 Silkeborg,2,"hvid, orange",se beretning,2017,2,60,Danmark,8600,56.17147071,9.4900253
03-04-2017,20:37,"1,45 min",4800 Nykøbing F,2,"gul, hvid",se beretningDen internationale Rumstation ISS,2017,2,2700,Danmark,4800,54.7930621,11.90198993
04-04-2017,21:20,1 sek,8464 Galten,1,"gul, hvid",se beretning,2017,2,1,Danmark,8464,56.17800104,9.91179535
04-04-2017,22:25,1:30–2 min,4520 Svinninge,1,"gul, hvid",se beretning,2017,2,120,Danmark,4520,55.71737311,11.48951817
11-04-2017,06:30,45 min,2100 København Ø,2,gul,se beretning,2017,2,2700,Danmark,2100,55.7109795,12.57364633
19-04-2017,04:06,læn­ge,2650 Hvidovre,1,ukendt,se beretning,2017,2,0,Danmark,2650,55.58934868,12.46097002
19-04-2017,22:15,15–20 min,"3730 Poulsker,  Nexø",2,grøn,se beretningJupiter eller Spica,2017,2,1200,Danmark,3730,54.87126103,15.39301087
22-04-2017,21:50,5–10 min,9280 Storvorde,2,"blå, rød",se beretning,2017,2,600,Danmark,9280,56.91678716,10.27569023
25-04-2017,02:18,ca. 10 sek,8382 Hinnerup,1,hvid,se beretning,2017,2,10,Danmark,8382,56.25949156,10.06719333
04-05-2017,22:45,?,2670 Greve,1,grøn,se beretning,2017,2,0,Danmark,2670,55.54103195,12.3529229
06-05-2017,13:10,10 min,3660 Ganløse,1,gul,se beretning,2017,2,600,Danmark,3660,55.80077298,12.27836793
11-05-2017,23:55,6–7 min,2750 Ballerup,1,rød,se beretning,2017,2,420,Danmark,2750,55.73668449,12.3638449
22-05-2017,06:42,5 min,6200 Aabenraa,1,hvid,flyse beretning,2017,2,300,Danmark,6200,55.02899493,9.49975045
22-05-2017,08:30,45 sek,2730 Herlev,1,grå,se beretning,2017,2,45,Danmark,2730,55.74057031,12.42581802
24-05-2017,23:35,3–4 min,6500 Vojens,1,hvid,"Den internationale Rumstation, ISSse beretning",2017,2,240,Danmark,6500,55.2436827,9.31835235
26-05-2017,22:15,1–3 min,5250 Odense SV,2,sort,Ballonerse beretning,2017,2,180,Danmark,5250,55.35251254,10.29791607
27-05-2017,22:35,3 sek,"7620 Gudum,  Lemvig",2,ukendt,se beretning,2017,2,3,Danmark,7620,56.54580784,8.33453584
28-05-2017,00:18,?,4291 Ruds Vedby,1,"hvid, rød","Den internationale Rumstation, ISSse beretning",2017,2,0,Danmark,4291,55.55253436,11.38504044
28-05-2017,23:00,?,4300 Holbæk,2,hvid,se beretning,2017,2,0,Danmark,4300,55.73825064,11.69985606
01-06-2017,23:30,1 t+,2720 Vanløse,1,rød,se beretning,2017,2,3600,Danmark,2720,55.6883311,12.48194421
09-06-2017,23:31,1–2 min,5772 Kværndrup,1,ukendt,satellitse beretning,2017,2,120,Danmark,5772,55.18424637,10.54250568
18-06-2017,00:00,ca. 30 sek,4773 Stensved,2,hvid,se beretning,2017,2,30,Danmark,4773,54.97060588,12.03439585
19-06-2017,00:00,45 min,4840 Nr. Alslev,4,hvid,se beretning,2017,2,2700,Danmark,4840,54.93527293,11.78722678
28-06-2017,00:20,2 min,8000 Aarhus C,2,"blå, rød",se beretning,2017,2,120,Danmark,8000,56.15051496,10.27802097
16-08-1996,22:30,ca. 23 sek,9850 Hirtshals,1,ukendt,se beretning,2017,3,23,Danmark,9850,57.94281241,9.71496643
03-07-2016,00:20,?,2765 Smørum,1,ukendt,se beretning,2017,3,0,Danmark,2765,55.72556424,12.28121197
27-05-2017,02:04,2–3 min,8882 Fårvang,2,hvid,se beretning,2017,3,180,Danmark,8882,56.27196318,9.70492587
01-07-2017,21:24,1 sek,4470 Svebølle,2,gul,se beretning,2017,3,1,Danmark,4470,55.65722471,11.29429706
