date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country,postnr,latitude,longitude
20-12-2011,08:30,5 min,"4930 Femø,  Maribo",1,sort,se beretning,2011,4,300,Danmark,4930,54.76659931,11.49815546
21-12-2011,18:20,ca. 4 min,"7100 Bredballe,  Vejle",1,rød,Balloner se beretning,2011,4,240,Danmark,7100,55.69052913,9.5066267
27-12-2011,17:20,ca. 20 sek,4200 Slagelse,1,"gul, hvid, rød",se beretning,2011,4,20,Danmark,4200,55.40887345,11.37134678
29-12-2011,20:15,3 min,"8600 Gjødvad,  Silkeborg",2,"gul, rød",se beretning,2011,4,180,Danmark,8600,56.17147071,9.4900253
15-08-1959,14:45,3 sek,4733 Tappernøje,1,ukendt,se beretning,2010,1,3,Danmark,4733,55.18127292,11.98569733
15-09-1990,22:15,ca. 10 sek,5800 Nyborg,1,rød,se beretning,2010,1,10,Danmark,5800,55.35301317,10.79790443
03-10-2002,21:12,5–8 min,6715 Esbjerg,2,"grå, sort",se beretning,2010,1,480,Danmark,6715,55.55332885,8.5093547
15-11-2004,22:00,5–6 min,8900 Randers,2,hvid,se beretning,2010,1,360,Danmark,8900,56.46401254,10.0331817
15-09-2007,13:00,1–2 min,4600 Køge,1,sort,se beretning,2010,1,120,Danmark,4600,55.45527126,12.22015308
01-01-2009,00:20,15 min,8900 Randers,1,rød,se beretning,2010,1,900,Danmark,8900,56.46401254,10.0331817
09-01-2010,04:45,ca. min,4300 Holbæk,1,"hvid, rød",se beretning,2010,1,0,Danmark,4300,55.73825064,11.69985606
25-07-2009,10:13,?,Holland,1,grøn,ingen beretning,2010,1,0,Danmark,nan,,
15-08-2009,00:00,ca. 1 min,5970 Ærøskøbing,6,sort,se beretning,2010,1,60,Danmark,5970,54.79716403,10.33601694
16-09-2009,21:14,ca. 2 sek,4780 Stege,1,hvid,se beretning,2010,1,2,Danmark,4780,54.9362949,12.31627561
09-10-2009,20:00,15 min,5270 Odense N,3,ukendt,se beretning,2010,1,900,Danmark,5270,55.44966319,10.35714765
30-11-2009,19:32,10 min,8000 Århus C,1,hvid,se beretning,2010,1,600,Danmark,8000,56.15051496,10.27802097
31-12-2009,20:00,ca. 5 min,4450 Jyderup,3,gul,se beretning,2010,1,300,Danmark,4450,55.61622153,11.38733175
31-12-2009,22:21,ca. 5 min,8520 Lystrup,3,ukendt,se beretning,2010,1,300,Danmark,8520,56.24438884,10.22716475
31-12-2009,22:33,ca. 5 min,2830 Virum,1,"gul, orange",varmluftballonerse beretning,2010,1,300,Danmark,2830,55.78962271,12.46836985
01-01-2010,00:10,1–2 min,4160 Herlufmagle,1,gul,varmluftballonerse beretning,2010,1,120,Danmark,4160,55.32910688,11.77284465
01-01-2010,00:15,ca. 1 min,8850 Bjerringbro,3,ukendt,se beretning,2010,1,60,Danmark,8850,56.36051392,9.64257403
01-01-2010,00:30,8–10 min,2605 Brøndby,6,ukendt,varmluftballonerse beretning,2010,1,600,Danmark,2605,55.64503648,12.40439537
01-01-2010,00:30,ca. 10 min,2605 Brøndby,2,gul,se beretning,2010,1,600,Danmark,2605,55.64503648,12.40439537
01-01-2010,00:30,ca. 7 min,2605 Brøndby,8,gul,varmluftballonerse beretning,2010,1,420,Danmark,2605,55.64503648,12.40439537
01-01-2010,02:15,4–6 min,4171 Glumsø,1,"orange, rød",se beretning,2010,1,360,Danmark,4171,55.36237671,11.67300466
02-01-2010,23:50,1 min,8530 Hjortshøj,1,gul,se beretning,2010,1,60,Danmark,8530,56.29464717,10.20502083
08-01-2010,19:53,ca. 4 min,4700 Næstved,2,ukendt,varmluftballonerse beretning,2010,1,240,Danmark,4700,55.19504272,11.77357353
08-01-2010,19:58,2 min,4700 Næstved,2,ukendt,varmluftballonerse beretning,2010,1,120,Danmark,4700,55.19504272,11.77357353
10-01-2010,02:30,3 sek,2300 København S,2,hvid,se beretning,2010,1,3,Danmark,2300,55.67362511,12.6554181
11-01-2010,06:35,2–3 min,9500 Hobro,1,ukendt,se beretning,2010,1,180,Danmark,9500,56.6528756,9.77366901
18-01-2010,20:05,ca. 5 min,9900 Frederikshavn,2,"gul, orange",se beretning,2010,1,300,Danmark,9900,57.52270103,10.72500277
26-01-2010,07:30,ca. 15 min,9700 Brønderslev,1,hvid,se beretning,2010,1,900,Danmark,9700,57.28432949,9.88277134
28-01-2010,07:20,1–2 min,Stenbjerg7752 Snedsted,2,"gul, hvid",se beretning,2010,1,120,Danmark,7752,57.2597249,7.47858654
28-01-2010,19:50,15 sek,4500 Nykøbing Sj.,1,"blå, grøn",se beretning,2010,1,15,Danmark,4500,55.9928841,11.56343652
30-01-2010,18:00,10 min,8000 Århus C,1,ukendt,varmluftballonerse beretning,2010,1,600,Danmark,8000,56.15051496,10.27802097
13-02-2010,21:15,1–2 min,2740 Skovlunde,1,"gul, orange",varmluftballonerse beretning,2010,1,120,Danmark,2740,55.71528471,12.39724634
16-02-2010,23:20,ca. 25 min,9870 Sindal,1,hvid,se beretning,2010,1,1500,Danmark,9870,57.4674892,10.24075136
02-03-2010,21:18,3–4 sek,3390 Hundested,1,"grøn, gul",se beretningildkugle,2010,1,4,Danmark,3390,56.26445585,11.6705916
02-03-2010,21:18,5 sek,8520 Lystrup,1,hvid,se beretningildkugle,2010,1,5,Danmark,8520,56.24438884,10.22716475
02-03-2010,21:18,4–6 sek,9381 Ajstrup,1,gul,se beretningildkugle,2010,1,6,Danmark,9381,57.16265215,9.99174315
02-03-2010,21:19,1 sek,4520 Svinninge,1,grøn,se beretningildkugle,2010,1,1,Danmark,4520,55.71737311,11.48951817
02-03-2010,20:30,ca. 20 sek,8700 Horsens,1,rød,se beretningildkugle,2010,1,20,Danmark,8700,55.86597915,9.89301425
06-03-2010,14:03,10–15 sek,7361 Ejstrupholm,1,"grå, hvid",se beretning,2010,1,15,Danmark,7361,56.02375436,9.24826265
07-03-2010,21:00,ca. 1 min,"4100 Benløse,  Ringsted",1,hvid,se beretning,2010,1,60,Danmark,4100,55.43053197,11.82805925
12-03-2010,20:34,2 min,2000 Frederiksberg,1,ukendt,varmluftballonerse beretning,2010,1,120,Danmark,2000,55.67945641,12.51562935
19-03-2010,20:05,10 min,8310 Tranbjerg,2,rød,se beretning,2010,1,600,Danmark,8310,56.09423322,10.13924601
19-03-2010,21:39,ca. 4 min,6400 Sønderborg,2,ukendt,se beretning,2010,1,240,Danmark,6400,54.9528525,9.71079556
22-03-2010,20:50,ca. 4–5 sek,2600 Glostrup,1,"grå, hvid",se beretning,2010,1,5,Danmark,2600,55.6741838,12.39697754
15-10-1981,02:00,2 min,2730 Herlev,1,gul,se beretning,2010,2,120,Danmark,2730,55.74057031,12.42581802
15-04-1992,20:00,ca. 3–4 sek,Efterskolen Smededal4440 Mørkøv,3,hvid,se beretning,2010,2,4,Danmark,4440,55.62211279,11.49619782
15-06-1993,15:00,15 min,Slettestrand9690 Fjerritslev,1,"grå, sølv",se beretning,2010,2,900,Danmark,9690,57.12742277,9.20878724
15-03-2000,00:00,ca. 10 min,4773 Stensby,4,"gul, hvid",se beretning,2010,2,600,Danmark,4773,54.97060588,12.03439585
04-01-2010,07:53,?,9440 Aabybro,1,grå,fotosag,2010,2,0,Danmark,9440,57.16282327,9.76743314
19-03-2010,05:20,ca. 2 min,8680 Ry,1,ukendt,se beretning,2010,2,120,Danmark,8680,56.08481116,9.71786836
28-03-2010,07:10,3–4 sek,4200 Slagelse,1,grå,se beretning,2010,2,4,Danmark,4200,55.40887345,11.37134678
15-04-2010,02:00,30 sek,2000 Frederiksberg,2,"grå, sort",se beretning,2010,2,30,Danmark,2000,55.67945641,12.51562935
01-04-2010,03:10,ca. 10 min,5750 Ringe,2,grå,se beretning,2010,2,600,Danmark,5750,55.2209888,10.42313811
03-04-2010,22:45,5–10 min,2840 Holte,3,"gul, orange, rød",Forklaring: Bryllup på Havartigården i Holte! Balloner med hjerter!se beretning,2010,2,600,Danmark,2840,55.81684549,12.48640452
03-04-2010,22:45,?,2840 Holte,1,ukendt,Forklaring: Bryllup på Havartigården i Holte! Balloner med hjerter!se beretning,2010,2,0,Danmark,2840,55.81684549,12.48640452
03-04-2010,22:45,5–10 min,2840 Holte,2,ukendt,Forklaring: Bryllup på Havartigården i Holte! Balloner med hjerter!se beretning,2010,2,600,Danmark,2840,55.81684549,12.48640452
03-04-2010,22:45,5–7 min,2840 Holte,2,ukendt,Forklaring: Bryllup på Havartigården i Holte! Balloner med hjerter!se beretning,2010,2,420,Danmark,2840,55.81684549,12.48640452
03-04-2010,22:50,ca. 10 min,2840 Holte,2,gul,Forklaring: Bryllup på Havartigården i Holte! Balloner med hjerter!se beretning,2010,2,600,Danmark,2840,55.81684549,12.48640452
09-04-2010,20:00,2–3 min,1407 København k,3,grå,Ballonerse beretning,2010,2,180,Danmark,1407,55.67360101,12.59549054
09-04-2010,22:10,2 min,2300 København S,2,"orange, rød",Ballonerse beretning,2010,2,120,Danmark,2300,55.67362511,12.6554181
09-04-2010,22:30,5 min,2200 København N,1,"orange, rød",se beretning,2010,2,300,Danmark,2200,55.6940569,12.54914572
10-04-2010,20:45,ca. 30 min,2610 Rødovre,5,rød,se beretning,2010,2,1800,Danmark,2610,55.68182922,12.44863533
12-04-2010,23:40,10–15 sek,8800 Viborg,1,ukendt,se beretning,2010,2,15,Danmark,8800,56.41681148,9.36897659
14-04-2010,21:15,10 min,3250 Gilleleje,2,"blå, gul, hvid, rød",se beretning,2010,2,600,Danmark,3250,56.16514414,12.29353244
18-04-2010,00:05,1½ min,5220 Odense SØ,2,ukendt,se beretning,2010,2,60,Danmark,5220,55.34929575,10.49825565
18-04-2010,00:15,5–10 min,5220 Odense SØ,2,"gul, orange",se beretning,2010,2,600,Danmark,5220,55.34929575,10.49825565
18-04-2010,00:30,15 min,Vallø Camping4600 Køge,1,ukendt,se beretning,2010,2,900,Danmark,4600,55.45527126,12.22015308
18-04-2010,22:50,mindst 10 min,6541 Bevtoft,2,ukendt,se beretning,2010,2,600,Danmark,6541,55.19588025,9.19750089
19-04-2010,19:55,ca. 10 min,2100 København Ø,2,ukendt,se beretning,2010,2,600,Danmark,2100,55.7109795,12.57364633
20-04-2010,00:03,ca. 10 sek,8230 Åbyhøj,1,"grå, hvid",se beretning,2010,2,10,Danmark,8230,56.15196052,10.1605019
20-04-2010,01:03,2–3 min,2670 Greve,1,gul,se beretning,2010,2,180,Danmark,2670,55.54103195,12.3529229
24-04-2010,21:06,10 min,3550 Slangerup,5,sort,se beretning,2010,2,600,Danmark,3550,55.85027208,12.17447416
29-04-2010,22:00,8 min,3600 Frederikssund,2,ukendt,se beretning,2010,2,480,Danmark,3600,55.85479562,12.07923445
01-05-2010,22:05,ca. 10–20 sek,4000 Roskilde,1,ukendt,se beretning,2010,2,20,Danmark,4000,55.65647451,12.06373356
01-05-2010,23:00,10 min,9990 Skagen,3,rød,BallonerFotosagse beretning,2010,2,600,Danmark,9990,57.85540126,10.48570715
02-05-2010,21:50,ca. 10 min,2600 Glostrup,1,ukendt,se beretning,2010,2,600,Danmark,2600,55.6741838,12.39697754
03-05-2010,22:50,50 min,9700 – Brønderslev-Vrå-Børglufo-mail,3,hvid,se beretning,2010,2,3000,Danmark,9700,57.28432949,9.88277134
04-05-2010,04:21,30 sek,7000 Fredericia,2,ukendt,se beretning,2010,2,30,Danmark,7000,55.57103757,9.66918005
04-05-2010,23:10,ca. 1 min,5884 Gudme,1,ukendt,se beretningDen internationale Rufo-mailstation ISS,2010,2,60,Danmark,5884,55.1496317,10.7120614
04-05-2010,23:20,2–3 min,4700 Næstved,2,"blå, hvid",se beretningDen internationale Rufo-mailstation ISS,2010,2,180,Danmark,4700,55.19504272,11.77357353
07-05-2010,18:45,> 45 sek,8000 Århus C,1,"grå, sort",se beretning,2010,2,45,Danmark,8000,56.15051496,10.27802097
09-05-2010,22:50,1 min,4571 Grevinge,1,gul,se beretning,2010,2,60,Danmark,4571,55.79587455,11.58697448
13-05-2010,22:30,1–3 min,3600 Frederikssund,1,"gul, rød",se beretning,2010,2,180,Danmark,3600,55.85479562,12.07923445
13-05-2010,22:45,10 sek,2760 Måløv,2,"gul, rød",se beretning,2010,2,10,Danmark,2760,55.75323652,12.32084626
13-05-2010,23:15,15 min,3400 Hillerød,2,ukendt,se beretning,2010,2,900,Danmark,3400,55.92123871,12.28696917
14-05-2010,22:23,ca. 2 min,2600 Glostrup,2,hvid,Ballonerfotosagse beretning,2010,2,120,Danmark,2600,55.6741838,12.39697754
15-05-2010,23:30,ca. 25 sek,8000 Århus C,4,"gul, orange",se beretning,2010,2,25,Danmark,8000,56.15051496,10.27802097
19-05-2010,20:00,1½ min,3650 Ølstykke,2,"orange, sort",se beretning,2010,2,60,Danmark,3650,55.78991195,12.1609202
22-05-2010,22:13,5–10 min,2200 København N,3,"orange, rød",Ballonerfotosagse beretning,2010,2,600,Danmark,2200,55.6940569,12.54914572
22-05-2010,22:20,2 min,2000 Frederiksberg,1,"gul, orange",se beretning,2010,2,120,Danmark,2000,55.67945641,12.51562935
22-05-2010,23:41,1–2 min,2670 Greve,2,"orange, rød",se beretning,2010,2,120,Danmark,2670,55.54103195,12.3529229
24-05-2010,19:30,10 sek,4100 Ringsted,1,sølv,se beretning,2010,2,10,Danmark,4100,55.43053197,11.82805925
25-05-2010,22:30,ca. 1 t,3730 Poulsker og  Bornholms Lufthavn,3,ukendt,se beretning,2010,2,3600,Danmark,3730,54.87126103,15.39301087
25-05-2010,23:05,3 min,4900 Nakskov,1,"gul, orange",se beretning,2010,2,180,Danmark,4900,54.75748092,10.98835691
29-05-2010,22:35,ca. 1–2 min,5771 Stenstrup,2,"orange, rød",se beretning,2010,2,120,Danmark,5771,55.12556284,10.52352287
30-05-2010,09:30,ca. 10 min,1366 København K,2,sort,se beretningfotosag,2010,2,600,Danmark,1366,55.68207959,12.56325243
04-06-2010,13:36,2–4 min,4750 Lundby,1,grå,se beretning,2010,2,240,Danmark,4750,55.10685595,11.78064612
04-06-2010,22:25,3 min,8700 Horsens,2,rød,se beretning,2010,2,180,Danmark,8700,55.86597915,9.89301425
05-06-2010,22:30,30 min,"2610 Islev,  Rødovre",2,"blå, gul, hvid",se beretning,2010,2,1800,Danmark,2610,55.68182922,12.44863533
06-06-2010,01:35,10 sek,2100 København,1,"hvid, sort",se beretning,2010,2,10,Danmark,2100,55.7109795,12.57364633
12-06-2010,22:23,35–45 sek,5260 Odense S,2,"gul, hvid",se beretning,2010,2,45,Danmark,5260,55.34939755,10.39917484
17-06-2010,01:36,1½ min,4450 Jyderup,1,hvid,se beretning,2010,2,60,Danmark,4450,55.61622153,11.38733175
18-06-2010,23:00,1½‑1 t,5700 Svendborg,1,ukendt,se beretning,2010,2,3600,Danmark,5700,55.01443666,10.59802878
19-06-2010,22:30,5–6 min,2300 København S,2,rød,Ballonerse beretning,2010,2,360,Danmark,2300,55.67362511,12.6554181
19-06-2010,23:00,5 min,2650 Hvidovre,2,ukendt,Ballonerfotosagse beretning,2010,2,300,Danmark,2650,55.58934868,12.46097002
20-06-2010,02:30,ca. ¾ t,"8882 Skorup,  Fårvang",1,hvid,se beretning og forklaring,2010,2,0,Danmark,8882,56.27196318,9.70492587
20-06-2010,03:20,5–10 min,6000 Kolding,1,hvid,se beretning og forklaring,2010,2,600,Danmark,6000,55.50221297,9.46847631
23-06-2010,22:55,1t 05 min min,Vindeby5700 Svendborg,4,brun,se beretning,2010,2,3900,Danmark,5700,55.01443666,10.59802878
24-06-2010,23:40,1 min x 300.20,8000 Århus C,1,"gul, hvid",se beretning,2010,2,60,Danmark,8000,56.15051496,10.27802097
26-06-2010,00:30,3 min,Sejerslev7900 Nykøbing M,2,"gul, hvid",se beretning,2010,2,180,Danmark,7900,56.90798948,8.88457349
26-06-2010,02:42,3–4 min,8600 Silkeborg,1,"grøn, gul, rød",se beretning og forklaring,2010,2,240,Danmark,8600,56.17147071,9.4900253
27-06-2010,00:03,2–5 sek,8310 Tranbjerg,2,hvid,se beretning,2010,2,5,Danmark,8310,56.09423322,10.13924601
27-06-2010,01:05,ca. 4 min,2800 Gladsaxe,2,rød,se beretning,2010,2,240,Danmark,2800,55.78572204,12.52083673
27-06-2010,01:30,5 min,"8310 Tiset,  Tranbjerg",1,"gul, rød",Ballonerse beretning,2010,2,300,Danmark,8310,56.09423322,10.13924601
28-06-2010,01:10,3–4 min,Kulhuse3630 Jægerspris,1,gul,se beretning,2010,2,240,Danmark,3630,55.86932225,11.91680034
28-06-2010,23:26,2 min,Slaglunde3660 Stenløse,6,gul,se beretning og forklaring,2010,2,120,Danmark,3660,55.80077298,12.27836793
21-04-2010,21:23,?,"4591 Havnsø,  Føllenslev",0,hvid,se foto,2010,3,0,Danmark,4591,55.79702076,11.27498796
29-05-2010,23:35,ca. 20 min,"8882 Truust,  Fårvang",2,ukendt,se beretning,2010,3,1200,Danmark,8882,56.27196318,9.70492587
16-06-2010,18:35,2 min,5900 Rudkøbing,2,hvid,se beretning,2010,3,120,Danmark,5900,54.88518842,10.80968538
27-06-2010,01:00,ca. 30 min,6000 Kolding,2,"grøn, rød",se beretning,2010,3,1800,Danmark,6000,55.50221297,9.46847631
01-07-2010,00:10,8 min,9800 Hjørring,1,gul,se beretning,2010,3,480,Danmark,9800,57.70230652,9.2956345
01-07-2010,02:00,4 min,4000 Roskilde,2,"gul, hvid",se beretningDen internationale Rumstation ISS,2010,3,240,Danmark,4000,55.65647451,12.06373356
01-07-2010,16:00,2 min,Christianshavn1422 København K,1,hvid,se beretning,2010,3,120,Danmark,1422,55.67583778,12.60083
02-07-2010,23:30,1–2 min,"2770 Tårnby,  Kastrup",2,hvid,se beretning,2010,3,120,Danmark,2770,55.63352245,12.78698239
04-07-2010,01:15,?,4100 Ringsted,1,ukendt,se beretning,2010,3,0,Danmark,4100,55.43053197,11.82805925
04-07-2010,01:30,1 min,2690 Karlslunde,2,rød,se beretning,2010,3,60,Danmark,2690,55.5692769,12.21374503
04-07-2010,23:10,5 min,3550 Slangerup,1,rød,se beretning,2010,3,300,Danmark,3550,55.85027208,12.17447416
04-07-2010,23:30,10 sek,3550 Slangerup,1,hvid,se beretning,2010,3,10,Danmark,3550,55.85027208,12.17447416
05-07-2010,23:25,3 min,6261 Bredebro,3,hvid,se beretning,2010,3,180,Danmark,6261,55.07311357,8.68091354
05-07-2010,23:35,20 sek,"4700 Ladby,  Næstved",3,hvid,se beretning,2010,3,20,Danmark,4700,55.19504272,11.77357353
08-07-2010,00:30,10–15 sek,4200 Slagelse,4,ukendt,se beretning,2010,3,15,Danmark,4200,55.40887345,11.37134678
09-07-2010,21:03,10–20 min,8700 Horsens,1,sølv,se beretning,2010,3,1200,Danmark,8700,55.86597915,9.89301425
10-07-2010,00:00,ca. 10 sek,4892 Kettinge,1,"gul, hvid",se beretning,2010,3,10,Danmark,4892,54.70725618,11.74606046
10-07-2010,11:00,2x1 min,2730 Herlev,1,gul,se beretning,2010,3,60,Danmark,2730,55.74057031,12.42581802
10-07-2010,23:15,ca. 10 sek,4653 Karise,1,hvid,se beretning,2010,3,10,Danmark,4653,55.29633252,12.21696415
10-07-2010,23:30,ca. 1 min,Marielyst4873 Væggerløse,2,hvid,se beretning,2010,3,60,Danmark,4873,54.66359732,11.98479974
11-07-2010,00:34,20–40 sek,4990 Sakskøbing,1,ukendt,se beretning,2010,3,40,Danmark,4990,54.8143415,11.63568865
11-07-2010,23:35,10–15 sek,9210 Aalborg SØ,2,ukendt,se beretning,2010,3,15,Danmark,9210,56.9991663,9.93295578
14-07-2010,22:00,2 min,3100 Hornbæk,2,"rød, sølv",se beretning,2010,3,120,Danmark,3100,56.10118532,12.45420474
15-07-2010,00:18,10? sek,"8950 Kare,  Ørsted",1,hvid,se beretning,2010,3,600,Danmark,8950,56.53413791,10.32882868
18-07-2010,23:28,ca. 20 sek,8330 Beder,1,ukendt,se beretning,2010,3,20,Danmark,8330,56.06302044,10.24584275
22-07-2010,00:20,maks. 30 sek,4700 Næstved,1,gul,se beretning,2010,3,30,Danmark,4700,55.19504272,11.77357353
23-07-2010,00:04,4–5 min,2670 Greve,3,"gul, rød",se beretning,2010,3,300,Danmark,2670,55.54103195,12.3529229
23-07-2010,00:05,3–4 min,"2670 Hundige,  Greve",1,"gul, rød",se beretning,2010,3,240,Danmark,2670,55.54103195,12.3529229
23-07-2010,22:45,1½ min,2500 Valby,1,gul,se beretning,2010,3,60,Danmark,2500,55.65941452,12.49869399
24-07-2010,23:47,1 min,8700 Horsens,1,"orange, rød",se beretning,2010,3,60,Danmark,8700,55.86597915,9.89301425
25-07-2010,00:09,3–4 min,4800 Nykøbing F,4,rød,se beretning,2010,3,240,Danmark,4800,54.7930621,11.90198993
25-07-2010,21:25,3 t,6854 Henne,1,ukendt,se beretning,2010,3,10800,Danmark,6854,55.71982269,4.43594447
26-07-2010,00:25,ca. 1 min,1620 København V,2,hvid,se beretning,2010,3,60,Danmark,1620,55.67264298,12.55913327
27-07-2010,20:37,ca. 13 min,Ulvedal Plantage,2,brun,se beretning,2010,3,780,Danmark,nan,,
31-07-2010,23:23,nog­le min,5466 Asperup,4,gul,se beretning,2010,3,0,Danmark,5466,55.50180178,9.90219075
15-08-2010,20:00,1–2 min,7990 Ø. Assels,2,grå,se beretning,2010,3,120,Danmark,7990,56.68763915,8.70032858
03-08-2010,22:28,35 sek,Bogens Strand8400 Ebeltoft,5,gul,se beretningfotosag,2010,3,35,Danmark,8400,56.14931257,10.82632626
03-08-2010,22:30,nog­le min,5500 Middelfart,2,gul,se beretning,2010,3,0,Danmark,5500,55.48934885,9.78489314
03-08-2010,23:18,få sek,5290 Marslev,1,hvid,se beretningIridium glimt,2010,3,0,Danmark,5290,55.396433,10.53251585
06-08-2010,20:30,ca. 1 min,6100 Haderslev,2,"hvid, sølv",se beretning,2010,3,60,Danmark,6100,55.24177268,9.61886938
06-08-2010,20:30,1½ — 2½ min,7870 Roslev,4,"hvid, sølv",se beretning,2010,3,60,Danmark,7870,56.72437033,9.04159313
06-08-2010,22:55,ca. 5 min,5700 Svendborg,5,gul,se beretning,2010,3,300,Danmark,5700,55.01443666,10.59802878
07-08-2010,00:00,10–12 sek,8260 Viby J,6,hvid,se beretning,2010,3,12,Danmark,8260,56.12635244,10.13778473
07-08-2010,04:07,10 sek,2600 Glostrup,1,"grå, sort",se beretning,2010,3,10,Danmark,2600,55.6741838,12.39697754
07-08-2010,21:50,ca. 7 min,6000 Kolding,2,"gul, orange",se beretning,2010,3,420,Danmark,6000,55.50221297,9.46847631
07-08-2010,00:00,få sek,Kolding Fjord6000 Kolding,2,ukendt,se beretning,2010,3,0,Danmark,6000,55.50221297,9.46847631
07-08-2010,21:53,10 min,5466 Asperup,20,ukendt,se beretning,2010,3,600,Danmark,5466,55.50180178,9.90219075
07-08-2010,22:05,ca. 10 min,5672 Broby,4,ukendt,se beretningBalloner,2010,3,600,Danmark,5672,55.24506199,10.25211529
07-08-2010,22:30,ca. 23 min,2635 Ishøj,20,ukendt,se beretningBalloner,2010,3,1380,Danmark,2635,55.58776321,12.39483896
07-08-2010,22:30,?,9870 Sindal,2,gul,se beretningBalloner,2010,3,0,Danmark,9870,57.4674892,10.24075136
07-08-2010,22:35,?,2630 Tåstrup,4,ukendt,se beretningBallonerfotosag,2010,3,0,Danmark,2630,55.6579409,12.28083382
07-08-2010,22:45,ca. 20 min,3450 Allerød,2,"gul, orange",se beretningBalloner,2010,3,1200,Danmark,3450,55.86605512,12.33661891
07-08-2010,23:00,ca. 5 min,9800 Hjørring,2,"gul, orange",se beretning,2010,3,300,Danmark,9800,57.70230652,9.2956345
07-08-2010,23:42,5–6 min,4330 Hvalsø,2,"gul, hvid, orange",se beretningBalloner,2010,3,360,Danmark,4330,55.58583604,11.86940589
13-08-2010,22:08,30 sek,3460 Birkerød,4,grøn,se beretning,2010,3,30,Danmark,3460,55.84270608,12.41757019
13-08-2010,22:10,5 min,2730 Herlev,1,gul,se beretning,2010,3,300,Danmark,2730,55.74057031,12.42581802
13-08-2010,23:00,10 min,3300 Frederiksværk,2,hvid,se beretning,2010,3,600,Danmark,3300,55.97774198,12.05634805
13-08-2010,23:25,30 min,3400 Hillerød,1,hvid,se beretning,2010,3,1800,Danmark,3400,55.92123871,12.28696917
14-08-2010,02:40,10–15 sek,2400 København NV,1,sort,se beretning,2010,3,15,Danmark,2400,55.71256101,12.52876704
14-08-2010,22:11,ca. 30 sek,"6840 Vrøgum,  Oksbøl",3,ukendt,se beretning,2010,3,30,Danmark,6840,55.63843566,8.2413214
14-08-2010,22:40,ca. 4 min,9900 Frederikshavn,1,gul,se beretning,2010,3,240,Danmark,9900,57.52270103,10.72500277
15-08-2010,00:20,ca. 10–15 sek,8800 Viborg,1,gul,se beretning,2010,3,15,Danmark,8800,56.41681148,9.36897659
15-08-2010,21:58,1–2 min,4000 Roskilde,1,"gul, rød",se beretning,2010,3,120,Danmark,4000,55.65647451,12.06373356
18-08-2010,21:50,3–7 min,8660 Skanderborg,1,gul,se beretning,2010,3,420,Danmark,8660,56.02388208,9.89235588
20-08-2010,21:30,ca. 20 min,5000 Odense,5,"gul, orange, rød",se beretningBalloner,2010,3,1200,Danmark,5000,55.403021,10.39174411
21-08-2010,22:00,1–2 min,Gedesby strand4874 Gedser,4,ukendt,se beretning,2010,3,120,Danmark,4874,54.49608541,11.9502463
21-08-2010,23:15,10 min,2000 Frederiksberg,1,ukendt,se beretningfotosag,2010,3,600,Danmark,2000,55.67945641,12.51562935
21-08-2010,23:55,3–4 min,4700 Næstved,1,"gul, orange",se beretning,2010,3,240,Danmark,4700,55.19504272,11.77357353
22-08-2010,00:15,ca. 15 min,1902 Frederiksberg C,1,ukendt,se beretning,2010,3,900,Danmark,1902,55.67688481,12.54764912
23-08-2010,01:00,ca. 15 min,Kirke Sonnerup4060 Kirke Såby,3,rød,se beretning,2010,3,900,Danmark,4060,55.65437818,11.87375746
23-08-2010,08:19,1–2 min,3460 Birkerød,25,hvid,se beretning,2010,3,120,Danmark,3460,55.84270608,12.41757019
28-08-2010,13:08,2 min,Hesnæs4850 Stubbekøbing,1,"grå, sort",se beretning,2010,3,120,Danmark,4850,54.71290684,12.41175242
28-08-2010,20:25,15–20 min,5672 Broby,12,"gul, rød",se beretning,2010,3,1200,Danmark,5672,55.24506199,10.25211529
28-08-2010,21:42,4 min,"2730 Mørkhøj,  Herlev",5,"hvid, rød",se beretning,2010,3,240,Danmark,2730,55.74057031,12.42581802
28-08-2010,23:30,min. 20 min,2800 Lyngby,1,"gul, rød",se beretningBalloner,2010,3,1200,Danmark,2800,55.78572204,12.52083673
28-08-2010,23:50,20 min,2800 Kgs. Lyngby,2,rød,se beretningBalloner,2010,3,1200,Danmark,2800,55.78572204,12.52083673
28-08-2010,23:55,3–4 min,2830 Virum,1,rød,se beretningBalloner,2010,3,240,Danmark,2830,55.78962271,12.46836985
29-08-2010,00:00,5 min,2880 Bagsværd,5,ukendt,se beretningBalloner,2010,3,300,Danmark,2880,55.76191781,12.44587672
29-08-2010,00:04,max. 1 min,8200 Århus N,1,hvid,se beretning,2010,3,60,Danmark,8200,56.20167527,10.15922351
29-08-2010,00:55,5 min,3520 Farum,1,ukendt,se beretning,2010,3,300,Danmark,3520,55.81981968,12.35067108
30-08-2010,11:30,?,4800 Nykøbing F,1,rød,se beretning,2010,3,0,Danmark,4800,54.7930621,11.90198993
30-08-2010,22:00,3–4 min,"3660 Slagslunde,  Stenløse",1,"hvid, rød",se beretning,2010,3,240,Danmark,3660,55.80077298,12.27836793
31-08-2010,00:34,ca. 4 sek,9000 Aalborg,1,"grøn, gul",se beretning,2010,3,4,Danmark,9000,57.05171431,9.8350492
